Total Nacional;Comunidades y Ciudades Autónomas;Superficie útil de la vivienda;Tamaño del hogar;periodo;Total
Total Nacional;Galicia;Entre 76 y 105 m2;2 personas;2015;144,2
Total Nacional;Galicia;Entre 76 y 105 m2;2 personas;2014;163,6
Total Nacional;Galicia;Entre 76 y 105 m2;2 personas;2013;147,8
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2020;110,0
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2019;115,6
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2018;107,3
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2017;114,8
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2016;117,6
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2015;113,6
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2014;110,8
Total Nacional;Galicia;Entre 76 y 105 m2;3 personas;2013;118,3
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2020;80,0
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2019;68,6
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2018;67,7
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2017;73,1
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2016;88,6
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2015;72,5
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2014;79,1
Total Nacional;Galicia;Entre 76 y 105 m2;4 personas;2013;81,4
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2020;14,6
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2019;16,3
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2018;20,3
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2017;19,5
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2016;17,4
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2015;16,5
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2014;17,2
Total Nacional;Galicia;Entre 76 y 105 m2;5 personas;2013;18,7
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2020;2,3
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2019;2,3
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2018;4,2
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2017;3,4
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2016;5,8
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2015;3,8
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2014;3,8
Total Nacional;Galicia;Entre 76 y 105 m2;6 personas;2013;7,3
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2020;0,5
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2019;1,2
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2018;0,5
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2017;0,6
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2016;0,6
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2015;0,3
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2014;1,0
Total Nacional;Galicia;Entre 76 y 105 m2;7 personas;2013;2,1
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2020;0,1
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2019;..
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2018;..
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2017;0,1
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2016;..
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2015;1,3
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2014;0,8
Total Nacional;Galicia;Entre 76 y 105 m2;8 personas o más;2013;..
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2020;234,5
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2019;238,7
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2018;237,5
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2017;257,0
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2016;219,7
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2015;243,9
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2014;233,2
Total Nacional;Galicia;Entre 106 y 150 m2;Total;2013;212,7
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2020;52,1
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2019;46,4
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2018;45,7
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2017;56,3
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2016;39,6
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2015;45,9
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2014;43,0
Total Nacional;Galicia;Entre 106 y 150 m2;1 persona;2013;35,0
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2020;72,8
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2019;75,5
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2018;70,0
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2017;77,4
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2016;72,2
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2015;80,7
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2014;66,0
Total Nacional;Galicia;Entre 106 y 150 m2;2 personas;2013;62,4
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2020;54,9
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2019;53,0
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2018;60,0
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2017;63,4
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2016;53,8
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2015;56,3
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2014;55,7
Total Nacional;Galicia;Entre 106 y 150 m2;3 personas;2013;55,6
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2020;35,0
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2019;41,4
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2018;46,6
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2017;42,9
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2016;35,3
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2015;38,4
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2014;44,6
Total Nacional;Galicia;Entre 106 y 150 m2;4 personas;2013;36,5
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2020;15,4
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2019;14,8
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2018;9,1
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2017;12,6
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2016;13,0
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2015;16,8
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2014;16,3
Total Nacional;Galicia;Entre 106 y 150 m2;5 personas;2013;16,2
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2020;3,9
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2019;5,9
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2018;5,5
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2017;3,2
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2016;4,9
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2015;4,0
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2014;5,3
Total Nacional;Galicia;Entre 106 y 150 m2;6 personas;2013;5,5
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2020;0,4
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2019;1,3
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2018;0,4
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2017;1,0
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2016;..
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2015;1,1
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2014;2,2
Total Nacional;Galicia;Entre 106 y 150 m2;7 personas;2013;1,3
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2020;..
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2019;0,4
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2018;0,1
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2017;0,3
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2016;0,9
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2015;0,9
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2014;0,1
Total Nacional;Galicia;Entre 106 y 150 m2;8 personas o más;2013;0,2
Total Nacional;Galicia;Más de 150 m2;Total;2020;154,6
Total Nacional;Galicia;Más de 150 m2;Total;2019;142,1
Total Nacional;Galicia;Más de 150 m2;Total;2018;141,8
Total Nacional;Galicia;Más de 150 m2;Total;2017;126,6
Total Nacional;Galicia;Más de 150 m2;Total;2016;132,1
Total Nacional;Galicia;Más de 150 m2;Total;2015;141,7
Total Nacional;Galicia;Más de 150 m2;Total;2014;135,6
Total Nacional;Galicia;Más de 150 m2;Total;2013;116,1
Total Nacional;Galicia;Más de 150 m2;1 persona;2020;24,4
Total Nacional;Galicia;Más de 150 m2;1 persona;2019;21,0
Total Nacional;Galicia;Más de 150 m2;1 persona;2018;20,2
Total Nacional;Galicia;Más de 150 m2;1 persona;2017;16,7
Total Nacional;Galicia;Más de 150 m2;1 persona;2016;22,2
Total Nacional;Galicia;Más de 150 m2;1 persona;2015;16,4
Total Nacional;Galicia;Más de 150 m2;1 persona;2014;17,5
Total Nacional;Galicia;Más de 150 m2;1 persona;2013;14,0
Total Nacional;Galicia;Más de 150 m2;2 personas;2020;46,8
Total Nacional;Galicia;Más de 150 m2;2 personas;2019;40,2
Total Nacional;Galicia;Más de 150 m2;2 personas;2018;41,9
Total Nacional;Galicia;Más de 150 m2;2 personas;2017;39,5
Total Nacional;Galicia;Más de 150 m2;2 personas;2016;36,1
Total Nacional;Galicia;Más de 150 m2;2 personas;2015;39,4
Total Nacional;Galicia;Más de 150 m2;2 personas;2014;40,3
Total Nacional;Galicia;Más de 150 m2;2 personas;2013;25,2
Total Nacional;Galicia;Más de 150 m2;3 personas;2020;32,8
Total Nacional;Galicia;Más de 150 m2;3 personas;2019;34,4
Total Nacional;Galicia;Más de 150 m2;3 personas;2018;25,3
Total Nacional;Galicia;Más de 150 m2;3 personas;2017;25,8
Total Nacional;Galicia;Más de 150 m2;3 personas;2016;31,1
Total Nacional;Galicia;Más de 150 m2;3 personas;2015;34,5
Total Nacional;Galicia;Más de 150 m2;3 personas;2014;30,5
Total Nacional;Galicia;Más de 150 m2;3 personas;2013;28,5
Total Nacional;Galicia;Más de 150 m2;4 personas;2020;30,1
Total Nacional;Galicia;Más de 150 m2;4 personas;2019;33,7
Total Nacional;Galicia;Más de 150 m2;4 personas;2018;33,3
Total Nacional;Galicia;Más de 150 m2;4 personas;2017;27,0
Total Nacional;Galicia;Más de 150 m2;4 personas;2016;24,7
Total Nacional;Galicia;Más de 150 m2;4 personas;2015;34,5
Total Nacional;Galicia;Más de 150 m2;4 personas;2014;28,1
Total Nacional;Galicia;Más de 150 m2;4 personas;2013;29,7
Total Nacional;Galicia;Más de 150 m2;5 personas;2020;12,2
Total Nacional;Galicia;Más de 150 m2;5 personas;2019;8,1
Total Nacional;Galicia;Más de 150 m2;5 personas;2018;10,6
Total Nacional;Galicia;Más de 150 m2;5 personas;2017;10,3
Total Nacional;Galicia;Más de 150 m2;5 personas;2016;11,0
Total Nacional;Galicia;Más de 150 m2;5 personas;2015;10,4
Total Nacional;Galicia;Más de 150 m2;5 personas;2014;13,8
Total Nacional;Galicia;Más de 150 m2;5 personas;2013;13,0
Total Nacional;Galicia;Más de 150 m2;6 personas;2020;5,1
Total Nacional;Galicia;Más de 150 m2;6 personas;2019;4,1
Total Nacional;Galicia;Más de 150 m2;6 personas;2018;8,0
Total Nacional;Galicia;Más de 150 m2;6 personas;2017;6,0
Total Nacional;Galicia;Más de 150 m2;6 personas;2016;5,7
Total Nacional;Galicia;Más de 150 m2;6 personas;2015;5,4
Total Nacional;Galicia;Más de 150 m2;6 personas;2014;4,0
Total Nacional;Galicia;Más de 150 m2;6 personas;2013;4,7
Total Nacional;Galicia;Más de 150 m2;7 personas;2020;2,5
Total Nacional;Galicia;Más de 150 m2;7 personas;2019;0,2
Total Nacional;Galicia;Más de 150 m2;7 personas;2018;2,1
Total Nacional;Galicia;Más de 150 m2;7 personas;2017;1,0
Total Nacional;Galicia;Más de 150 m2;7 personas;2016;0,7
Total Nacional;Galicia;Más de 150 m2;7 personas;2015;0,3
Total Nacional;Galicia;Más de 150 m2;7 personas;2014;1,1
Total Nacional;Galicia;Más de 150 m2;7 personas;2013;0,3
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2020;0,6
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2019;0,3
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2018;0,3
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2017;0,3
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2016;0,7
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2015;0,8
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2014;0,3
Total Nacional;Galicia;Más de 150 m2;8 personas o más;2013;0,7
Total Nacional;Madrid, Comunidad de;Total;Total;2020;2.627,0
Total Nacional;Madrid, Comunidad de;Total;Total;2019;2.612,6
Total Nacional;Madrid, Comunidad de;Total;Total;2018;2.599,3
Total Nacional;Madrid, Comunidad de;Total;Total;2017;2.572,9
Total Nacional;Madrid, Comunidad de;Total;Total;2016;2.550,8
Total Nacional;Madrid, Comunidad de;Total;Total;2015;2.531,2
Total Nacional;Madrid, Comunidad de;Total;Total;2014;2.512,7
Total Nacional;Madrid, Comunidad de;Total;Total;2013;2.496,9
Total Nacional;Madrid, Comunidad de;Total;1 persona;2020;675,7
Total Nacional;Madrid, Comunidad de;Total;1 persona;2019;672,2
Total Nacional;Madrid, Comunidad de;Total;1 persona;2018;667,7
Total Nacional;Madrid, Comunidad de;Total;1 persona;2017;661,8
Total Nacional;Madrid, Comunidad de;Total;1 persona;2016;655,8
Total Nacional;Madrid, Comunidad de;Total;1 persona;2015;648,6
Total Nacional;Madrid, Comunidad de;Total;1 persona;2014;639,5
Total Nacional;Madrid, Comunidad de;Total;1 persona;2013;617,7
Total Nacional;Madrid, Comunidad de;Total;2 personas;2020;795,3
Total Nacional;Madrid, Comunidad de;Total;2 personas;2019;789,3
Total Nacional;Madrid, Comunidad de;Total;2 personas;2018;783,6
Total Nacional;Madrid, Comunidad de;Total;2 personas;2017;778,9
Total Nacional;Madrid, Comunidad de;Total;2 personas;2016;775,7
Total Nacional;Madrid, Comunidad de;Total;2 personas;2015;771,4
Total Nacional;Madrid, Comunidad de;Total;2 personas;2014;765,0
Total Nacional;Madrid, Comunidad de;Total;2 personas;2013;756,1
Total Nacional;Madrid, Comunidad de;Total;3 personas;2020;526,0
Total Nacional;Madrid, Comunidad de;Total;3 personas;2019;525,3
Total Nacional;Madrid, Comunidad de;Total;3 personas;2018;525,4
Total Nacional;Madrid, Comunidad de;Total;3 personas;2017;521,3
Total Nacional;Madrid, Comunidad de;Total;3 personas;2016;517,4
Total Nacional;Madrid, Comunidad de;Total;3 personas;2015;514,1
Total Nacional;Madrid, Comunidad de;Total;3 personas;2014;511,6
Total Nacional;Madrid, Comunidad de;Total;3 personas;2013;514,6
Total Nacional;Madrid, Comunidad de;Total;4 personas;2020;457,8
Total Nacional;Madrid, Comunidad de;Total;4 personas;2019;457,8
Total Nacional;Madrid, Comunidad de;Total;4 personas;2018;461,8
Total Nacional;Madrid, Comunidad de;Total;4 personas;2017;455,5
Total Nacional;Madrid, Comunidad de;Total;4 personas;2016;449,2
Total Nacional;Madrid, Comunidad de;Total;4 personas;2015;444,8
Total Nacional;Madrid, Comunidad de;Total;4 personas;2014;442,7
Total Nacional;Madrid, Comunidad de;Total;4 personas;2013;448,2
Total Nacional;Madrid, Comunidad de;Total;5 personas;2020;94,9
Total Nacional;Madrid, Comunidad de;Total;5 personas;2019;102,4
Total Nacional;Madrid, Comunidad de;Total;5 personas;2018;122,3
Total Nacional;Madrid, Comunidad de;Total;5 personas;2017;116,0
Total Nacional;Madrid, Comunidad de;Total;5 personas;2016;114,1
Total Nacional;Madrid, Comunidad de;Total;5 personas;2015;112,8
Total Nacional;Madrid, Comunidad de;Total;5 personas;2014;116,3
Total Nacional;Madrid, Comunidad de;Total;5 personas;2013;118,3
Total Nacional;Madrid, Comunidad de;Total;6 personas;2020;39,3
Total Nacional;Madrid, Comunidad de;Total;6 personas;2019;40,5
Total Nacional;Madrid, Comunidad de;Total;6 personas;2018;28,7
Total Nacional;Madrid, Comunidad de;Total;6 personas;2017;28,3
Total Nacional;Madrid, Comunidad de;Total;6 personas;2016;28,6
Total Nacional;Madrid, Comunidad de;Total;6 personas;2015;25,9
Total Nacional;Madrid, Comunidad de;Total;6 personas;2014;30,2
Total Nacional;Madrid, Comunidad de;Total;6 personas;2013;32,9
Total Nacional;Madrid, Comunidad de;Total;7 personas;2020;19,2
Total Nacional;Madrid, Comunidad de;Total;7 personas;2019;11,1
Total Nacional;Madrid, Comunidad de;Total;7 personas;2018;8,2
Total Nacional;Madrid, Comunidad de;Total;7 personas;2017;9,5
Total Nacional;Madrid, Comunidad de;Total;7 personas;2016;6,0
Total Nacional;Madrid, Comunidad de;Total;7 personas;2015;9,9
Total Nacional;Madrid, Comunidad de;Total;7 personas;2014;3,7
Total Nacional;Madrid, Comunidad de;Total;7 personas;2013;6,5
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2020;18,8
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2019;14,0
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2018;1,7
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2017;1,6
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2016;4,0
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2015;3,7
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2014;3,6
Total Nacional;Madrid, Comunidad de;Total;8 personas o más;2013;2,5
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2020;139,4
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2019;130,0
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2018;129,6
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2017;152,5
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2016;166,0
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2015;133,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2014;156,5
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;Total;2013;172,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2020;77,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2019;76,2
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2018;76,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2017;92,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2016;103,4
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2015;81,2
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2014;90,3
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;1 persona;2013;98,1
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2020;31,4
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2019;36,3
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2018;34,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2017;45,7
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2016;43,6
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2015;37,4
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2014;46,5
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;2 personas;2013;45,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2020;13,2
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2019;12,6
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2018;13,8
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2017;9,1
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2016;11,1
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2015;7,9
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2014;10,3
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;3 personas;2013;18,2
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2020;9,1
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2019;4,5
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2018;3,6
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2017;3,3
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2016;5,4
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2015;5,2
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2014;7,0
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;4 personas;2013;7,7
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;5 personas;2020;3,2
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;5 personas;2019;0,4
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;5 personas;2018;..
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;5 personas;2017;0,5
Total Nacional;Madrid, Comunidad de;Menos de 46 m2;5 personas;2016;2,2
